x,y,elevation
41,29,128.53
42,29,121.27
43,29,122.88
44,29,121.07
45,29,119.81
46,29,121.21
47,29,117.98
48,29,113.66
49,29,114.22
50,29,114.68
51,29,111.83
52,29,109.73
53,29,110.51
54,29,111.99
55,29,108.67
56,29,109.42
57,29,104.82
58,29,105.19
59,29,104.46
60,29,104.13
61,29,104.22
1,30,102.92
2,30,106.78
3,30,103.04
4,30,104.51
5,30,112.43
6,30,108.21
7,30,111.84
8,30,115.01
9,30,108.3
10,30,116.58
11,30,117.09
12,30,120.6
13,30,116.54
14,30,123.44
15,30,120.71
16,30,125.97
17,30,125.45
18,30,128.71
19,30,128.87
20,30,126.65
21,30,125.56
22,30,133.6
23,30,133.92
24,30,136.38
25,30,136.08
26,30,141.45
27,30,138.53
28,30,137.66
29,30,139.52
30,30,138.08
31,30,139.03
32,30,136.12
33,30,138.06
34,30,136.46
35,30,134.34
36,30,139.54
37,30,132.28
38,30,133.2
39,30,130.2
40,30,130.92
41,30,126.23
42,30,128.85
43,30,129.59
44,30,122.18
45,30,124.62
46,30,119.77
47,30,121.92
48,30,121.7
49,30,115.32
50,30,111.28
51,30,114.83
52,30,112.06
53,30,111.38
54,30,108.55
55,30,106.39
56,30,109.51
57,30,106.93
58,30,102.6
59,30,106.13
60,30,105.08
61,30,102.87
1,31,108.23
2,31,104.52
3,31,106.26
4,31,109.07
5,31,108.71
6,31,106.91
7,31,111.25
8,31,111.35
9,31,115.27
10,31,115.32
11,31,116.75
12,31,116.07
13,31,119.37
14,31,123.47
15,31,121.71
16,31,124.95
17,31,124.89
18,31,126.12
19,31,130.01
20,31,132.15
21,31,137.34
22,31,133.89
23,31,136.03
24,31,134.82
25,31,139.58
26,31,140.03
27,31,142.9
28,31,142.65
29,31,141.44
30,31,139.89
31,31,141.14
32,31,140.21
33,31,141.83
34,31,140.89
35,31,137.77
36,31,134.4
37,31,138.79
38,31,135.96
39,31,132.71
40,31,132.89
41,31,130.33
42,31,131.13
43,31,122.9
44,31,124.22
45,31,126.46
46,31,122.66
47,31,123.37
48,31,115.72
49,31,118.7
50,31,117.05
51,31,110.2
52,31,111.59
53,31,110.67
54,31,106.44
55,31,108.01
56,31,109.28
57,31,105.82
58,31,106.24
59,31,105.49
60,31,104.28
61,31,102.28
1,32,106.52
2,32,102.83
3,32,106.9
4,32,110.63
5,32,108.04
6,32,108.64
7,32,112.8
8,32,113.03
9,32,115.64
10,32,115.75
11,32,112.5
12,32,121.31
13,32,124.83
14,32,125.03
15,32,117.2
16,32,127.0
17,32,126.99
18,32,127.56
19,32,131.73
20,32,132.88
21,32,135.81
22,32,136.42
23,32,135.45
24,32,137.79
25,32,138.55
26,32,137.5
27,32,138.92
28,32,141.76
29,32,145.35
30,32,141.54
31,32,140.99
32,32,139.82
33,32,141.72
34,32,143.3
35,32,144.03
36,32,139.51
37,32,137.97
38,32,135.22
39,32,134.04
40,32,134.44
41,32,130.86
42,32,129.4
43,32,127.87
44,32,124.92
45,32,124.13
46,32,118.43
47,32,121.79
48,32,123.66
49,32,116.18
50,32,116.42
51,32,115.85
52,32,115.27
53,32,110.82
54,32,106.49
55,32,109.47
56,32,108.12
57,32,106.19
58,32,105.73
59,32,105.49
60,32,105.21
61,32,104.5
1,33,104.97
2,33,107.0
3,33,106.58
4,33,109.45
5,33,108.02
6,33,110.63
7,33,108.54
8,33,112.45
9,33,115.82
10,33,114.21
11,33,117.3
12,33,114.87
13,33,118.74
14,33,121.11
15,33,125.41
16,33,127.77
17,33,128.88
18,33,130.1
19,33,131.93
20,33,135.88
21,33,136.55
22,33,137.03
23,33,141.72
24,33,144.33
25,33,139.06
26,33,143.55
27,33,149.43
28,33,144.36
29,33,144.36
30,33,144.12
31,33,145.11
32,33,145.3
33,33,140.76
34,33,142.45
35,33,137.02
36,33,140.01
37,33,137.33
38,33,138.37
39,33,132.81
40,33,133.43
41,33,134.62
42,33,129.51
43,33,125.18
44,33,127.61
45,33,124.03
46,33,122.95
47,33,120.02
48,33,123.63
49,33,114.82
50,33,121.94
51,33,113.91
52,33,113.56
53,33,110.64
54,33,109.25
55,33,107.7
56,33,109.36
57,33,104.33
58,33,106.96
59,33,101.03
60,33,105.21
61,33,105.7
1,34,103.03
2,34,107.79
3,34,107.49
4,34,111.63
5,34,107.87
6,34,116.46
7,34,107.4
8,34,112.97
9,34,111.78
10,34,120.51
11,34,118.01
12,34,119.99
13,34,123.07
14,34,124.09
15,34,124.85
16,34,125.48
17,34,130.29
18,34,132.64
19,34,135.16
20,34,139.41
21,34,132.97
22,34,138.8
23,34,142.81
24,34,141.51
25,34,138.25
26,34,141.32
27,34,145.34
28,34,145.83
29,34,146.93
30,34,144.13
31,34,146.1
32,34,143.35
33,34,145.2
34,34,144.01
35,34,141.29
36,34,144.88
37,34,137.02
38,34,138.66
39,34,135.63
40,34,139.26
41,34,134.97
42,34,130.58
43,34,129.39
44,34,131.72
45,34,124.14
46,34,120.57
47,34,122.77
48,34,120.96
49,34,119.86
50,34,118.16
51,34,118.71
52,34,110.19
53,34,109.77
54,34,112.15
55,34,107.37
56,34,105.52
57,34,111.12
58,34,103.2
59,34,104.88
60,34,104.7
61,34,106.75
1,35,102.0
2,35,107.45
3,35,105.81
4,35,109.92
5,35,108.03
6,35,114.27
7,35,110.71
8,35,109.08
9,35,114.02
10,35,116.76
11,35,121.21
12,35,118.38
13,35,120.33
14,35,126.69
15,35,124.01
16,35,128.42
17,35,130.47
18,35,133.21
19,35,133.21
20,35,134.73
21,35,139.03
22,35,138.23
23,35,138.84
24,35,145.38
25,35,145.1
26,35,148.66
27,35,147.49
28,35,143.97
29,35,147.05
30,35,144.94
31,35,143.55
32,35,145.61
33,35,147.89
34,35,145.68
35,35,141.34
36,35,141.96
37,35,141.27
38,35,136.65
39,35,139.79
40,35,136.12
41,35,131.93
42,35,129.88
43,35,132.99
44,35,128.01
45,35,129.14
46,35,127.91
47,35,124.85
48,35,119.83
49,35,114.05
50,35,117.91
51,35,119.78
52,35,113.94
53,35,108.54
54,35,109.78
55,35,109.48
56,35,106.47
57,35,102.46
58,35,106.42
59,35,104.17
60,35,108.5
61,35,104.45
1,36,106.81
2,36,106.53
3,36,107.95
4,36,105.56
5,36,107.99
6,36,113.56
7,36,113.22
8,36,113.53
9,36,116.92
10,36,118.68
11,36,123.46
12,36,121.7
13,36,121.2
14,36,125.1
15,36,128.59
16,36,131.42
17,36,128.26
18,36,134.02
19,36,133.71
20,36,136.28
21,36,140.92
22,36,142.43
23,36,141.14
24,36,143.59
25,36,144.06
26,36,151.94
27,36,147.53
28,36,145.88
29,36,150.56
30,36,150.75
31,36,151.5
32,36,151.74
33,36,148.39
34,36,145.46
35,36,144.72
36,36,143.32
37,36,141.69
38,36,143.42
39,36,139.23
40,36,139.36
41,36,136.85
42,36,131.32
43,36,128.05
44,36,126.96
45,36,126.52
46,36,125.6
47,36,122.03
48,36,122.78
49,36,118.43
50,36,118.19
51,36,116.19
52,36,117.79
53,36,110.85
54,36,115.8
55,36,108.88
56,36,106.18
57,36,107.33
58,36,113.25
59,36,107.66
60,36,106.27
61,36,105.94
1,37,104.43
2,37,107.54
3,37,107.91
4,37,112.64
5,37,110.03
6,37,110.83
7,37,110.7
8,37,114.86
9,37,116.82
10,37,115.58
11,37,120.73
12,37,122.21
13,37,125.76
14,37,128.2
15,37,128.04
16,37,127.88
17,37,130.38
18,37,137.63
19,37,136.46
20,37,141.57
21,37,140.92
22,37,143.17
23,37,145.13
24,37,142.23
25,37,146.54
26,37,144.5
27,37,147.23
28,37,149.68
29,37,146.71
30,37,150.01
31,37,145.77
32,37,150.69
33,37,146.47
34,37,144.92
35,37,143.05
36,37,143.52
37,37,139.44
38,37,140.56
39,37,142.12
40,37,137.7
41,37,133.77
42,37,134.56
43,37,132.32
44,37,133.86
45,37,129.44
46,37,126.39
47,37,125.55
48,37,121.48
49,37,119.68
50,37,121.3
51,37,112.96
52,37,116.51
53,37,112.81
54,37,111.0
55,37,109.14
56,37,109.33
57,37,107.81
58,37,106.06
59,37,104.57
60,37,101.34
61,37,102.98
1,38,105.02
2,38,107.28
3,38,111.93
4,38,107.9
5,38,108.33
6,38,110.3
7,38,113.5
8,38,115.94
9,38,117.89
10,38,119.87
11,38,122.01
12,38,121.46
13,38,128.14
14,38,125.39
15,38,128.42
16,38,132.92
17,38,133.58
18,38,130.06
19,38,136.59
20,38,140.28
21,38,137.74
22,38,143.68
23,38,144.58
24,38,147.61
25,38,145.12
26,38,149.55
27,38,148.72
28,38,152.54
29,38,154.95
30,38,152.58
31,38,150.34
32,38,153.65
33,38,149.61
34,38,145.75
35,38,146.42
36,38,146.77
37,38,145.45
38,38,139.93
39,38,138.24
40,38,137.87
41,38,137.65
42,38,135.86
43,38,132.73
44,38,128.66
45,38,131.68
46,38,123.96
47,38,126.64
48,38,123.5
49,38,122.64
50,38,117.32
51,38,116.15
52,38,114.87
53,38,112.24
54,38,112.18
55,38,113.53
56,38,106.54
57,38,106.69
58,38,105.44
59,38,105.86
60,38,104.95
61,38,106.02
1,39,106.16
2,39,107.63
3,39,108.86
4,39,109.69
5,39,111.86
6,39,111.57
7,39,116.58
8,39,119.96
9,39,117.97
10,39,118.8
11,39,121.48
12,39,119.99
13,39,124.58
14,39,124.84
15,39,129.44
16,39,129.1
17,39,132.0
18,39,131.05
19,39,134.51
20,39,139.55
21,39,138.99
22,39,144.63
23,39,142.22
24,39,146.49
25,39,145.33
26,39,148.69
27,39,145.7
28,39,148.47
29,39,148.06
30,39,151.64
31,39,150.68
32,39,146.91
33,39,148.36
34,39,146.37
35,39,148.75
36,39,148.13
37,39,141.24
38,39,144.15
39,39,139.09
40,39,138.34
41,39,136.92
42,39,138.43
43,39,130.68
44,39,132.22
45,39,126.07
46,39,123.82
47,39,124.27
48,39,122.23
49,39,114.56
50,39,120.67
51,39,112.28
52,39,114.58
53,39,115.95
54,39,116.24
55,39,109.73
56,39,106.34
57,39,110.64
58,39,108.76
59,39,105.11
60,39,104.03
61,39,103.08
1,40,105.42
2,40,107.68
3,40,106.95
4,40,108.35
5,40,111.76
6,40,108.88
7,40,112.57
8,40,111.56
9,40,116.82
10,40,114.52
11,40,122.06
12,40,119.61
13,40,120.73
14,40,125.64
15,40,131.91
16,40,132.05
17,40,128.93
18,40,132.2
19,40,136.16
20,40,143.42
21,40,138.96
22,40,140.75
23,40,147.29
24,40,146.09
25,40,149.08
26,40,146.59
27,40,148.68
28,40,152.13
29,40,149.59
30,40,152.25
31,40,150.65
32,40,147.42
33,40,148.85
34,40,150.0
35,40,148.31
36,40,145.62
37,40,140.45
38,40,139.02
39,40,137.67
40,40,137.92
41,40,136.19
42,40,131.93
43,40,134.82
44,40,128.1
45,40,125.75
46,40,126.54
47,40,126.22
48,40,126.35
49,40,121.44
50,40,121.55
51,40,114.18
52,40,119.23
53,40,109.6
54,40,110.84
55,40,111.6
56,40,106.02
57,40,106.23
58,40,104.87
59,40,105.49
60,40,108.11
61,40,104.56
1,41,105.17
2,41,101.26
3,41,108.99
4,41,110.78
5,41,107.05
6,41,111.68
7,41,113.68
8,41,116.8
9,41,115.11
10,41,116.6
11,41,119.31
12,41,124.76
13,41,126.3
14,41,126.26
15,41,130.46
16,41,125.82
17,41,134.27
18,41,132.56
19,41,140.39
20,41,136.71
21,41,139.03
22,41,143.63
23,41,145.44
24,41,144.69
25,41,147.6
26,41,148.91
27,41,149.55
28,41,148.57
29,41,150.76
30,41,152.69
31,41,147.3
32,41,147.7
33,41,148.82
34,41,145.81
35,41,143.25
36,41,147.77
37,41,139.67
38,41,141.7
39,41,142.25
40,41,139.38
41,41,136.08
42,41,132.6
43,41,133.38
44,41,128.58
45,41,128.95
46,41,126.58
47,41,124.52
48,41,120.91
49,41,124.3
50,41,119.06
51,41,116.0
52,41,115.4
53,41,111.74
54,41,111.04
55,41,115.24
56,41,107.67
57,41,107.91
58,41,106.11
59,41,104.01
60,41,106.1
61,41,104.59
1,42,107.87
2,42,108.59
3,42,109.8
4,42,107.3
5,42,111.66
6,42,113.06
7,42,111.15
8,42,114.12
9,42,113.52
10,42,119.55
11,42,121.41
12,42,124.88
13,42,123.58
14,42,127.01
15,42,130.18
16,42,128.82
17,42,130.63
18,42,133.09
19,42,135.88
20,42,136.81
21,42,139.07
22,42,143.95
23,42,143.6
24,42,145.86
25,42,145.4
26,42,146.33
27,42,148.97
28,42,149.26
29,42,150.93
30,42,152.11
31,42,148.0
32,42,150.73
33,42,146.24
34,42,151.71
35,42,144.93
36,42,146.62
37,42,141.62
38,42,141.88
39,42,143.52
40,42,136.92
41,42,140.99
42,42,134.53
43,42,134.4
44,42,131.13
45,42,129.12
46,42,123.25
47,42,123.09
48,42,124.41
49,42,119.39
50,42,118.49
51,42,113.34
52,42,113.69
53,42,115.44
54,42,109.16
55,42,111.81
56,42,109.49
57,42,107.53
58,42,106.41
59,42,105.06
60,42,104.41
61,42,106.34
1,43,105.11
2,43,110.5
3,43,108.5
4,43,107.87
5,43,112.19
6,43,112.83
7,43,109.72
8,43,112.51
9,43,116.0
10,43,114.82
11,43,124.01
12,43,123.39
13,43,123.71
14,43,125.09
15,43,126.66
16,43,126.02
17,43,128.58
18,43,137.91
19,43,139.27
20,43,136.92
21,43,141.74
22,43,142.67
23,43,144.5
24,43,141.83
25,43,142.31
26,43,149.34
27,43,143.84
28,43,148.1
29,43,148.03
30,43,147.97
31,43,149.39
32,43,147.05
33,43,148.59
34,43,147.25
35,43,150.12
36,43,141.91
37,43,143.31
38,43,142.52
39,43,139.41
40,43,135.4
41,43,138.64
42,43,134.78
43,43,129.51
44,43,130.83
45,43,131.26
46,43,125.71
47,43,123.73
48,43,124.88
49,43,117.89
50,43,121.44
51,43,118.18
52,43,112.73
53,43,111.69
54,43,110.53
55,43,106.58
56,43,109.54
57,43,106.14
58,43,107.48
59,43,103.39
60,43,107.0
61,43,105.9
1,44,104.46
2,44,107.49
3,44,107.93
4,44,111.83
5,44,108.0
6,44,111.08
7,44,111.52
8,44,114.41
9,44,117.02
10,44,116.37
11,44,118.75
12,44,123.3
13,44,126.04
14,44,126.32
15,44,127.1
16,44,128.96
17,44,132.58
18,44,133.97
19,44,132.2
20,44,138.56
21,44,137.51
22,44,138.1
23,44,139.16
24,44,143.47
25,44,143.1
26,44,141.5
27,44,146.25
28,44,146.58
29,44,147.62
30,44,146.78
31,44,151.58
32,44,148.6
33,44,145.97
34,44,146.03
35,44,147.96
36,44,145.82
37,44,139.71
38,44,138.99
39,44,137.67
40,44,136.53
41,44,134.31
42,44,133.58
43,44,132.96
44,44,131.24
45,44,126.72
46,44,122.06
47,44,121.24
48,44,120.33
49,44,116.99
50,44,119.95
51,44,113.59
52,44,115.56
53,44,109.44
54,44,112.7
55,44,109.79
56,44,111.89
57,44,105.5
58,44,105.64
59,44,105.13
60,44,104.76
61,44,103.66
1,45,105.08
2,45,105.93
3,45,103.45
4,45,110.65
5,45,115.57
6,45,111.73
7,45,110.24
8,45,111.94
9,45,116.82
10,45,118.05
11,45,118.48
12,45,122.4
13,45,118.68
14,45,126.28
15,45,127.24
16,45,126.78
17,45,127.92
18,45,133.01
19,45,137.52
20,45,136.12
21,45,136.65
22,45,140.41
23,45,145.2
24,45,143.79
25,45,145.2
26,45,147.57
27,45,146.87
28,45,144.94
29,45,143.36
30,45,145.13
31,45,144.64
32,45,147.82
33,45,147.52
34,45,145.48
35,45,141.59
36,45,146.5
37,45,140.72
38,45,141.23
39,45,138.46
40,45,137.0
41,45,135.85
42,45,131.38
43,45,133.4
44,45,125.62
45,45,124.69
46,45,127.35
47,45,123.99
48,45,125.98
49,45,119.19
50,45,120.68
51,45,111.88
52,45,111.18
53,45,114.31
54,45,107.65
55,45,109.45
56,45,111.0
57,45,108.59
58,45,106.64
59,45,104.84
60,45,105.36
61,45,105.4
1,46,104.26
2,46,107.18
3,46,109.54
4,46,107.99
5,46,109.71
6,46,111.79
7,46,113.28
8,46,115.38
9,46,113.14
10,46,115.75
11,46,117.55
12,46,118.52
13,46,118.59
14,46,117.59
15,46,128.43
16,46,124.89
17,46,133.08
18,46,133.36
19,46,132.96
20,46,136.82
21,46,138.17
22,46,136.74
23,46,140.4
24,46,139.8
25,46,144.24
26,46,142.47
27,46,144.49
28,46,144.96
29,46,145.83
30,46,149.02
31,46,145.1
32,46,147.68
33,46,145.64
34,46,146.74
35,46,142.25
36,46,143.16
37,46,140.31
38,46,132.96
39,46,135.14
40,46,136.75
41,46,134.8
42,46,129.29
43,46,130.39
44,46,129.0
45,46,125.97
46,46,125.55
47,46,123.37
48,46,120.26
49,46,117.51
50,46,118.9
51,46,116.1
52,46,110.86
53,46,112.62
54,46,108.52
55,46,107.65
56,46,107.13
57,46,107.48
58,46,107.19
59,46,104.76
60,46,104.09
61,46,103.13
1,47,107.5
2,47,100.53
3,47,106.53
4,47,111.25
5,47,110.31
6,47,113.01
7,47,107.72
8,47,110.71
9,47,115.72
10,47,119.37
11,47,115.66
12,47,118.9
13,47,122.28
14,47,120.42
15,47,126.25
16,47,121.75
17,47,129.98
18,47,128.87
19,47,131.79
20,47,135.75
21,47,137.02
22,47,137.68
23,47,141.07
24,47,137.03
25,47,141.96
26,47,140.92
27,47,145.09
28,47,145.17
29,47,145.57
30,47,147.53
31,47,146.38
32,47,143.48
33,47,143.25
34,47,143.7
35,47,141.83
36,47,141.84
37,47,134.67
38,47,141.46
39,47,136.25
40,47,131.21
41,47,130.86
42,47,126.6
43,47,126.81
44,47,126.82
45,47,128.23
46,47,124.15
47,47,121.94
48,47,117.41
49,47,116.29
50,47,114.78
51,47,113.28
52,47,112.49
53,47,111.24
54,47,109.8
55,47,107.93
56,47,108.43
57,47,106.52
58,47,103.04
59,47,105.47
60,47,104.43
61,47,100.84
1,48,104.02
2,48,107.2
3,48,104.61
4,48,105.38
5,48,108.28
6,48,111.34
7,48,114.97
8,48,114.02
9,48,116.32
10,48,116.37
11,48,115.91
12,48,120.26
13,48,120.52
14,48,123.22
15,48,122.38
16,48,127.04
17,48,127.68
18,48,130.19
19,48,131.32
20,48,132.63
21,48,135.77
22,48,135.5
23,48,134.52
24,48,135.19
25,48,140.39
26,48,140.04
27,48,138.2
28,48,142.4
29,48,142.31
30,48,141.61
31,48,142.99
32,48,144.81
33,48,144.23
34,48,141.22
35,48,139.86
36,48,139.26
37,48,138.31
38,48,135.77
39,48,135.15
40,48,130.04
41,48,131.65
42,48,130.68
43,48,126.95
44,48,125.91
45,48,122.05
46,48,119.97
47,48,121.11
48,48,117.5
49,48,113.73
50,48,113.45
51,48,112.21
52,48,114.25
53,48,111.71
54,48,108.35
55,48,107.76
56,48,110.49
57,48,108.76
58,48,103.77
59,48,107.53
60,48,104.33
61,48,105.45
1,49,104.66
2,49,108.12
3,49,104.28
4,49,107.02
5,49,110.99
6,49,104.89
7,49,110.79
8,49,111.39
9,49,114.93
10,49,117.16
11,49,118.02
12,49,118.65
13,49,119.91
14,49,120.85
15,49,123.69
16,49,127.94
17,49,125.1
18,49,127.68
19,49,130.02
20,49,133.8
21,49,133.8
22,49,136.76
23,49,138.19
24,49,138.5
25,49,136.23
26,49,142.56
27,49,142.75
28,49,140.56
29,49,137.97
30,49,137.71
31,49,141.24
32,49,139.02
33,49,136.49
34,49,136.07
35,49,137.42
36,49,137.71
37,49,138.94
38,49,135.77
39,49,132.59
40,49,132.56
41,49,130.76
42,49,129.97
43,49,126.68
44,49,127.09
45,49,124.92
46,49,121.7
47,49,119.59
48,49,120.0
49,49,115.13
50,49,112.01
51,49,110.53
52,49,110.58
53,49,112.2
54,49,108.83
55,49,108.97
56,49,106.54
57,49,105.62
58,49,103.7
59,49,104.8
60,49,103.95
61,49,104.52
1,50,105.33
2,50,105.09
3,50,103.28
4,50,109.33
5,50,107.99
6,50,109.39
7,50,113.58
8,50,113.43
9,50,113.82
10,50,114.32
11,50,115.77
12,50,117.8
13,50,119.72
14,50,123.96
15,50,127.13
16,50,124.44
17,50,121.21
18,50,125.26
19,50,132.4
20,50,131.76
21,50,132.65
22,50,132.85
23,50,132.07
24,50,138.94
25,50,134.93
26,50,138.87
27,50,135.47
28,50,138.12
29,50,140.83
30,50,138.44
31,50,138.11
32,50,138.57
33,50,135.4
34,50,134.36
35,50,138.01
36,50,134.74
37,50,135.86
38,50,135.42
39,50,134.2
40,50,127.08
41,50,127.38
42,50,128.24
43,50,126.63
44,50,128.35
45,50,120.37
46,50,122.87
47,50,119.65
48,50,114.04
49,50,114.7
50,50,114.85
51,50,109.52
52,50,107.46
53,50,106.85
54,50,109.74
55,50,107.19
56,50,105.95
57,50,105.12
58,50,102.64
59,50,103.84
60,50,100.46
61,50,105.9
1,51,107.9
2,51,100.55
3,51,105.03
4,51,106.01
5,51,107.4
6,51,110.76
7,51,108.91
8,51,110.84
9,51,118.23
10,51,113.37
11,51,118.52
12,51,117.44
13,51,116.83
14,51,118.04
15,51,121.04
16,51,120.38
17,51,122.49
18,51,124.93
19,51,127.89
20,51,132.43
21,51,129.21
22,51,132.41
23,51,129.43
24,51,135.89
25,51,131.27
26,51,137.1
27,51,135.96
28,51,136.34
29,51,136.26
30,51,134.35
31,51,134.36
32,51,138.25
33,51,136.15
34,51,134.88
35,51,135.6
36,51,133.97
37,51,131.1
38,51,136.41
39,51,131.66
40,51,129.03
41,51,126.28
42,51,127.68
43,51,122.64
44,51,120.89
45,51,124.44
46,51,119.54
47,51,116.41
48,51,116.45
49,51,116.68
50,51,114.84
51,51,114.22
52,51,108.52
53,51,111.74
54,51,108.4
55,51,107.92
56,51,109.24
57,51,107.38
58,51,105.91
59,51,100.55
60,51,103.8
61,51,101.77
1,52,105.68
2,52,106.9
3,52,105.03
4,52,105.1
5,52,110.42
6,52,107.06
7,52,106.91
8,52,108.74
9,52,110.47
10,52,111.11
11,52,115.84
12,52,111.12
13,52,115.17
14,52,118.3
15,52,120.3
16,52,124.75
17,52,125.95
18,52,121.14
19,52,121.96
20,52,127.22
21,52,127.14
22,52,127.34
23,52,130.89
24,52,132.34
25,52,131.09
26,52,132.27
27,52,132.58
28,52,133.71
29,52,135.88
30,52,132.73
31,52,133.52
32,52,133.74
33,52,134.09
34,52,134.07
35,52,136.85
36,52,133.03
37,52,132.05
38,52,129.19
39,52,126.53
40,52,126.11
41,52,124.36
42,52,125.12
43,52,119.56
44,52,122.56
45,52,119.64
46,52,119.86
47,52,115.49
48,52,113.72
49,52,113.33
50,52,111.97
51,52,113.2
52,52,112.0
53,52,113.11
54,52,107.27
55,52,100.62
56,52,105.62
57,52,106.1
58,52,106.34
59,52,104.87
60,52,102.68
61,52,106.59
1,53,101.94
2,53,104.07
3,53,103.14
4,53,106.09
5,53,110.05
6,53,107.48
7,53,108.46
8,53,106.38
9,53,110.31
10,53,114.36
11,53,112.79
12,53,113.94
13,53,118.12
14,53,116.65
15,53,121.26
16,53,117.51
17,53,122.83
18,53,126.16
19,53,126.23
20,53,121.79
21,53,125.49
22,53,127.44
23,53,131.01
24,53,127.29
25,53,128.75
26,53,128.28
27,53,130.39
28,53,129.94
29,53,135.88
30,53,131.48
31,53,134.07
32,53,132.48
33,53,132.05
34,53,130.3
35,53,132.32
36,53,130.26
37,53,129.19
38,53,126.74
39,53,125.9
40,53,126.7
41,53,124.68
42,53,123.11
43,53,119.97
44,53,123.96
45,53,117.71
46,53,117.22
47,53,115.54
48,53,118.49
49,53,112.71
50,53,111.29
51,53,111.12
52,53,108.38
53,53,108.96
54,53,112.51
55,53,107.47
56,53,106.57
57,53,103.86
58,53,108.03
59,53,107.88
60,53,105.16
61,53,104.27
1,54,103.27
2,54,105.1
3,54,103.28
4,54,103.4
5,54,103.45
6,54,108.08
7,54,105.41
8,54,108.13
9,54,110.05
10,54,113.26
11,54,111.27
12,54,115.85
13,54,116.75
14,54,114.01
15,54,119.7
16,54,118.2
17,54,119.08
18,54,120.81
19,54,122.63
20,54,123.03
21,54,123.34
22,54,124.6
23,54,127.38
24,54,127.67
25,54,129.83
26,54,129.53
27,54,130.1
28,54,131.51
29,54,133.39
30,54,133.55
31,54,133.24
32,54,132.07
33,54,134.12
34,54,130.31
35,54,129.43
36,54,132.48
37,54,121.65
38,54,125.67
39,54,127.52
40,54,125.82
41,54,127.77
42,54,121.59
43,54,119.21
44,54,118.1
45,54,118.09
46,54,119.39
47,54,118.14
48,54,113.51
49,54,112.93
50,54,110.05
51,54,109.16
52,54,111.23
53,54,111.37
54,54,105.86
55,54,106.91
56,54,105.17
57,54,106.68
58,54,103.54
59,54,99.89
60,54,105.24
61,54,102.16
1,55,103.08
2,55,104.88
3,55,105.31
4,55,106.17
5,55,102.71
6,55,107.86
7,55,103.77
8,55,110.03
9,55,111.7
10,55,107.74
11,55,112.21
12,55,114.79
13,55,112.93
14,55,116.37
15,55,110.66
16,55,119.65
17,55,118.73
18,55,119.36
19,55,123.02
20,55,125.65
21,55,124.24
22,55,127.49
23,55,122.1
24,55,127.37
25,55,126.5
26,55,125.8
27,55,124.0
28,55,129.43
29,55,130.17
30,55,131.17
31,55,130.77
32,55,126.66
33,55,130.44
34,55,130.16
35,55,126.24
36,55,126.09
37,55,123.34
38,55,127.24
39,55,120.24
40,55,123.26
41,55,119.86
42,55,117.66
43,55,114.92
44,55,117.02
45,55,113.7
46,55,115.13
47,55,117.37
48,55,113.07
49,55,115.55
50,55,108.52
51,55,106.9
52,55,106.44
53,55,107.46
54,55,112.2
55,55,102.65
56,55,106.5
57,55,103.2
58,55,103.57
59,55,100.96
60,55,104.76
61,55,102.49
1,56,105.4
2,56,104.06
3,56,100.4
4,56,107.06
5,56,101.5
6,56,102.51
7,56,105.19
8,56,106.05
9,56,111.55
10,56,109.36
11,56,113.19
12,56,110.59
13,56,113.44
14,56,114.85
15,56,116.41
16,56,115.22
17,56,116.52
18,56,117.8
19,56,116.18
20,56,120.36
21,56,120.76
22,56,123.63
23,56,123.51
24,56,126.77
25,56,124.91
26,56,124.21
27,56,125.89
28,56,127.55
29,56,122.75
30,56,124.93
31,56,124.91
32,56,126.92
33,56,126.83
34,56,125.53
35,56,119.81
36,56,120.79
37,56,122.85
38,56,121.46
39,56,121.54
40,56,119.59
41,56,122.55
42,56,113.81
43,56,117.88
44,56,117.81
45,56,116.43
46,56,115.48
47,56,114.66
48,56,110.52
49,56,108.49
50,56,105.63
51,56,108.03
52,56,106.31
53,56,109.35
54,56,105.67
55,56,103.47
56,56,102.49
57,56,108.24
58,56,103.67
59,56,101.66
60,56,103.03
61,56,106.18
1,57,102.19
2,57,104.79
3,57,106.3
4,57,100.7
5,57,103.81
6,57,107.87
7,57,105.07
8,57,108.07
9,57,106.54
10,57,108.04
11,57,108.71
12,57,112.07
13,57,112.19
14,57,113.0
15,57,118.85
16,57,118.35
17,57,111.95
18,57,116.05
19,57,122.79
20,57,117.76
21,57,124.0
22,57,119.83
23,57,121.01
24,57,123.91
25,57,122.63
26,57,124.31
27,57,126.89
28,57,125.55
29,57,124.5
30,57,127.62
31,57,125.97
32,57,122.57
33,57,127.7
34,57,124.61
35,57,122.38
36,57,118.15
37,57,118.72
38,57,124.09
39,57,123.31
40,57,119.08
41,57,114.4
42,57,114.76
43,57,112.66
44,57,111.55
45,57,117.89
46,57,116.92
47,57,109.55
48,57,110.78
49,57,107.28
50,57,108.9
51,57,111.34
52,57,109.4
53,57,108.09
54,57,105.36
55,57,107.61
56,57,105.77
57,57,104.73
58,57,103.19
59,57,103.6
60,57,103.14
61,57,101.11
1,58,101.17
2,58,101.14
3,58,101.73
4,58,103.73
5,58,103.96
6,58,104.03
7,58,104.54
8,58,107.22
9,58,110.14
10,58,108.16
11,58,108.87
12,58,108.03
13,58,110.35
14,58,114.11
15,58,114.75
16,58,115.56
17,58,116.45
18,58,116.39
19,58,117.24
20,58,117.81
